--------- beginning of main
05-23 09:24:26.372  6180  6198 I Unity   : MemoryManager: Using 'Dynamic Heap' Allocator.
05-23 09:24:26.385  6180  6198 I Unity   : SystemInfo CPU = ARM64 FP ASIMD AES, Cores = 3, Memory = 5840mb
05-23 09:24:26.385  6180  6198 I Unity   : SystemInfo ARM big.LITTLE configuration: 3 big (mask: 0x70), 0 little (mask: 0x0)
05-23 09:24:26.385  6180  6198 I Unity   : XR UsableCoreMask: 0x70
05-23 09:24:26.385  6180  6198 I Unity   : ApplicationInfo com.Group12.Yiyuan21 version 0.1
05-23 09:24:26.385  6180  6198 I Unity   : Built from '2022.2/staging' branch, Version '2022.2.9f1 (1cc571a6ec95)', Build type 'Release', Scripting Backend 'il2cpp', CPU 'arm64-v8a', Stripping 'Enabled'
05-23 09:24:26.560  6180  6198 I Unity   : Company Name: Group12
05-23 09:24:26.560  6180  6198 I Unity   : Product Name: Yiyuan21
05-23 09:24:26.561  6180  6198 D Unity   : loading library OVRPlugin
05-23 09:24:26.812  6180  6198 I Unity   : XRGeneral Settings awakening...
05-23 09:24:26.812  6180  6198 I Unity   : UnityEngine.XR.Management.XRGeneralSettings:Awake()
05-23 09:24:26.812  6180  6198 I Unity   : 
05-23 09:24:27.040  6180  6198 D Unity   : initOculus Java!
05-23 09:24:27.041  6180  6180 D Unity   : Oculus UI thread done.
05-23 09:24:31.569  6180  6198 E Unity   : DllNotFoundException: Unable to load DLL 'AudioPluginOculusSpatializer'. Tried the load the following dynamic libraries: Unable to load dynamic library 'AudioPluginOculusSpatializer' because of 'Failed to open the requested dynamic library (0x06000000) dlerror() = dlopen failed: library "AudioPluginOculusSpatializer" not found
05-23 09:24:31.569  6180  6198 E Unity   :   at ONSPAudioSource.OSP_SetGlobalVoiceLimit (System.Int32 VoiceLimit) [0x00000] in <00000000000000000000000000000000>:0 
05-23 09:24:31.569  6180  6198 E Unity   : 
05-23 09:24:31.598  6180  6198 I Unity   : Unity v2022.2.9f1, Oculus Utilities v1.82.0, OVRPlugin v1.82.0, SDK v1.0.26.
05-23 09:24:31.598  6180  6198 I Unity   : OVRManager:InitOVRManager()
05-23 09:24:31.598  6180  6198 I Unity   : 
05-23 09:24:31.599  6180  6198 I Unity   : SystemHeadset Oculus_Quest_2, API OpenXR
05-23 09:24:31.599  6180  6198 I Unity   : OVRManager:InitOVRManager()
05-23 09:24:31.599  6180  6198 I Unity   : 
05-23 09:24:31.600  6180  6198 I Unity   : OpenXR instance 0x100000000000002 session 0x200000000000020
05-23 09:24:31.600  6180  6198 I Unity   : OVRManager:InitOVRManager()
05-23 09:24:31.600  6180  6198 I Unity   : 
05-23 09:24:31.604  6180  6198 I Unity   : OVRPlugin.Media not initialized
05-23 09:24:31.604  6180  6198 I Unity   : OVRManager:StaticInitializeMixedRealityCapture(OVRMixedRealityCaptureConfiguration)
05-23 09:24:31.604  6180  6198 I Unity   : OVRManager:InitOVRManager()
05-23 09:24:31.604  6180  6198 I Unity   : 
05-23 09:24:31.609  6180  6198 I Unity   : Current display frequency 72, available frequencies [60, 60, 72, 72, 80, 80, 90, 90, 120, 120]
05-23 09:24:31.609  6180  6198 I Unity   : OVRManager:InitOVRManager()
05-23 09:24:31.609  6180  6198 I Unity   : 
05-23 09:24:31.610  6180  6198 W Unity   : Local Dimming feature is not supported
05-23 09:24:31.610  6180  6198 W Unity   : OVRManager:InitOVRManager()
05-23 09:24:31.610  6180  6198 W Unity   : 
05-23 09:24:31.627  6180  6198 I Unity   : OVRControllerHelp: Active controller type: Quest2 for product Oculus Quest (headset Oculus_Quest_2, hand HandRight)
05-23 09:24:31.627  6180  6198 I Unity   : OVRControllerHelper:InitializeControllerModels()
05-23 09:24:31.627  6180  6198 I Unity   : 
05-23 09:24:31.628  6180  6198 I Unity   : OVRControllerHelp: Active controller type: Quest2 for product Oculus Quest (headset Oculus_Quest_2, hand HandLeft)
05-23 09:24:31.628  6180  6198 I Unity   : OVRControllerHelper:InitializeControllerModels()
05-23 09:24:31.628  6180  6198 I Unity   : 
05-23 09:24:31.632  6180  6198 I Unity   : OnTriggerEnter() OVRPlayerController 
05-23 09:24:31.632  6180  6198 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-23 09:24:31.632  6180  6198 I Unity   : 
05-23 09:24:31.632  6180  6198 I Unity   : OnTriggerEnter() OVRPlayerController 
05-23 09:24:31.632  6180  6198 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-23 09:24:31.632  6180  6198 I Unity   : 
05-23 09:24:31.637  6180  6198 I Unity   : The current MSAA level is 0, but the recommended MSAA level is 4. Switching to the recommended level.
05-23 09:24:31.637  6180  6198 I Unity   : OVRManager:Update()
05-23 09:24:31.637  6180  6198 I Unity   : 
05-23 09:24:31.637  6180  6198 I Unity   : [OVRManager] HMDAcquired event
05-23 09:24:31.637  6180  6198 I Unity   : OVRManager:Update()
05-23 09:24:31.637  6180  6198 I Unity   : 
05-23 09:24:31.638  6180  6198 I Unity   : [OVRManager] HMDMounted event
05-23 09:24:31.638  6180  6198 I Unity   : OVRManager:Update()
05-23 09:24:31.638  6180  6198 I Unity   : 
05-23 09:24:31.638  6180  6198 I Unity   : [OVRManager] VrFocusAcquired event
05-23 09:24:31.638  6180  6198 I Unity   : OVRManager:Update()
05-23 09:24:31.638  6180  6198 I Unity   : 
05-23 09:24:31.641  6180  6198 I Unity   : [OVRManager] TrackingAcquired event
05-23 09:24:31.641  6180  6198 I Unity   : OVRManager:Update()
05-23 09:24:31.641  6180  6198 I Unity   : 
05-23 09:24:31.709  6180  6198 W Unity   : Ignoring depth surface store action as it is memoryless
05-23 09:24:35.482  6180  6198 I Unity   : [OVRManager] HMDUnmounted event
05-23 09:24:35.482  6180  6198 I Unity   : OVRManager:Update()
05-23 09:24:35.482  6180  6198 I Unity   : 
05-23 09:24:39.005  6180  6198 I Unity   : [OVRManager] HMDMounted event
05-23 09:24:39.005  6180  6198 I Unity   : OVRManager:Update()
